Accession	Name	Cluster	Subcluster	PEQtoCluRepr	Grose_Casjens_Cluster	Gros_Casjens_Subcluster
NC_030931.1	Pseudomonas phage phi2, complete genome	208	N/A	0.343956999999999		
NC_010179.2	Lactobacillus johnsonii prophage Lj771, complete genome	209	N/A	0.661540999999999		
NC_007924.1	Lactobacillus phage KC5a, complete genome	209	N/A	0.680715		
NC_024206.1	Lactobacillus phage phi jlb1, complete genome	209	N/A	1		
NC_013646.1	Enterococcus phage phiFL1A, complete genome	210	N/A	1		
NC_013643.1	Enterococcus phage phiFL2A, complete genome	210	N/A	0.628825		
NC_013648.1	Enterococcus phage phiFL3A, complete genome	210	N/A	0.321642		
NC_025453.1	Enterococcus phage EFC-1, complete genome	211	N/A	0.376194999999999		
NC_013696.1	Enterococcus phage phiEf11, complete genome	211	N/A	0.50085		
NC_028671.2	Enterococcus phage vB EfaS IME197, complete genome	211	N/A	1		
NC_025445.1	Enterobacteria phage J8-65, complete genome	212	N/A	0.726493		
NC_048177.1	Escherichia phage Lidtsur, complete genome	212	N/A	1		
NC_031908.1	Pseudoalteromonas phage PH1, complete genome	213	N/A	0.287518999999999		
NC_021776.1	Vibrio phage vpms1, complete genome	213	N/A	0.390953		
NC_054465.1	Aeromonas phage 2 D05, complete genome	214	N/A	0.729283		
NC_054466.1	Aeromonas phage 4 D05, complete genome	214	N/A	1		
NC_019527.1	Aeromonas phage vB AsaM-56, complete genome	214	N/A	0.502788999999999		
NC_021330.1	Halovirus HCTV-1, complete genome	215	N/A	0.426578		
NC_021327.1	Halovirus HCTV-5, complete genome	215	N/A	0.668309		
NC_020158.1	Halovirus HVTV-1, complete genome	215	N/A	1		
NC_062739.1	Haloferax tailed virus 1, complete genome	216	N/A	0.303618		
NC_062762.1	Halorubrum virus HRTV-29, complete genome	216	N/A	0.371475		
NC_021329.1	Halovirus HRTV-4, complete genome	216	N/A	1		
NC_028988.1	Ralstonia phage RSJ2 DNA, complete genome	217	N/A	1		
NC_029007.1	Ralstonia phage RSJ5 DNA, complete genome	217	N/A	0.735119		
NC_028956.1	Mannheimia phage vB MhS 1152AP2, complete genome	218	N/A	0.619302999999999		
NC_028853.1	Mannheimia phage vB MhS 535AP2, complete genome	218	N/A	1		
NC_028743.1	Mannheimia phage vB MhS 587AP2, complete genome	218	N/A	0.607398		
NC_054984.1	Paenibacillus phage Dragolir, complete genome	219	N/A	1		
NC_028767.1	Paenibacillus phage Vegas, complete genome	219	N/A	0.545182		
NC_054985.1	Paenibacillus phage Wanderer, complete genome	219	N/A	0.49038		
NC_030930.1	Gordonia phage Bowser, complete genome	220	N/A	1		
NC_031099.1	Gordonia phage Hedwig, complete genome	220	N/A	0.40462		
NC_031255.2	Gordonia phage Schnabeltier, complete genome	220	N/A	0.598528		
NC_031074.1	Gordonia phage Bantam, complete genome	221	N/A	1		
NC_048021.1	Gordonia phage Daredevil, complete genome	221	N/A	0.422455		
NC_070948.1	Gordonia phage Mollymur, complete genome	221	N/A	0.507174999999999		
NC_031247.1	Gordonia phage BetterKatz, complete genome	222	N/A	0.309399		
NC_053172.1	Gordonia phage DumpsterDude, complete genome	222	N/A	1		
NC_048019.1	Gordonia phage Ruthy, complete genome	222	N/A	0.648968		
NC_042088.1	Gordonia phage Gustav, complete genome	223	N/A	0.609646		
NC_042089.1	Gordonia phage Mahdia, complete genome	223	N/A	1		
NC_047991.1	Gordonia phage Trine, complete genome	223	N/A	0.418913		
NC_047854.1	Cronobacter phage ESSI-2, complete genome	224	N/A	0.398978		
NC_049460.1	Salmonella phage SI7, complete genome	224	N/A	0.340887999999999		
NC_070917.1	Yersinia phage vB YenM 324, complete genome	224	N/A	1		
NC_048696.1	Mycobacterium phage Cuke, complete genome	225	N/A	0.646645		
NC_048734.1	Mycobacterium phage Fowlmouth, complete genome	225	N/A	1		
NC_048824.1	Mycobacterium phage Indlulamithi, complete genome	225	N/A	0.288073		
NC_052986.1	Aeromonas phage BUCT551, complete genome	226	N/A	1		
NC_052985.1	Aeromonas phage LAh 7, complete genome	226	N/A	0.705362		
NC_052984.1	Aeromonas phage vB AhyS-A18P4, complete genome	226	N/A	0.676028		
NC_055887.1	CrAssphage cr271 1, complete genome	227	N/A	0.399197		
NC_055877.1	CrAssphage cr8 1, complete genome	227	N/A	0.281883		
NC_055756.1	MAG: CrAssphage sp. isolate ctcc615, complete genome	227	N/A	1		
NC_055899.1	CrAssphage cr124 1, complete genome	228	N/A	1		
NC_055895.1	CrAssphage cr7 1, complete genome	228	N/A	0.608796		
NC_067215.1	Uncultured phage cr29 1, complete genome	228	N/A	0.683504		
NC_070763.1	Gordonia phage Forza, complete genome	229	N/A	1		
NC_070761.1	Gordonia phage GMA2, complete genome	229	N/A	0.281946999999999		
NC_070762.1	Gordonia phage Sixama, complete genome	229	N/A	0.507757999999999		
NC_011703.1	Pseudomonas phage 14-1, complete genome	230	1	0.931644		
NC_050150.1	Pseudomonas phage antinowhere, complete genome	230	1	0.891549		
NC_048675.1	Pseudomonas phage BrSP1, complete genome	230	1	0.903305		
NC_050151.1	Pseudomonas phage crassa, complete genome	230	1	0.901052		
NC_050143.1	Pseudomonas phage datas, complete genome	230	1	0.8319		
NC_028745.1	Pseudomonas phage DL60, complete genome	230	1	0.869066		
NC_028971.1	Pseudomonas phage DL68, complete genome	230	1	0.91434		
NC_050147.1	Pseudomonas phage Epa13, complete genome	230	1	0.915654		
NC_050144.1	Pseudomonas phage Epa14, complete genome	230	1	0.878761		
NC_048744.1	Pseudomonas phage EPa61, complete genome	230	1	0.902035		
NC_050146.1	Pseudomonas phage Epa7, complete genome	230	1	0.917469		
NC_007810.1	Pseudomonas phage F8, complete genome	230	1	0.89364		
NC_017674.1	Pseudomonas phage JG024, complete genome	230	1	0.9062		
NC_019935.1	Pseudomonas phage KPP12 DNA, complete genome	230	1	0.887205999999999		
NC_011165.1	Pseudomonas phage LBL3, complete genome	230	1	0.917371		
NC_011166.1	Pseudomonas phage LMA2, complete genome	230	1	0.922324		
NC_019451.1	Pseudomonas phage NH-4, complete genome	230	1	0.920955		
NC_048626.1	Pseudomonas phage PA01 DNA, nearly complete genome	230	1	0.906225		
NC_041902.1	Pseudomonas phage PA5, complete genome	230	1	0.662651		
NC_048806.1	Pseudomonas phage PA8P1, complete genome	230	1	0.918511		
NC_050145.1	Pseudomonas phage PaGU11 DNA, complete genome	230	1	0.926774		
NC_011810.1	Pseudomonas phage PB1, complete genome	230	1	0.890873		
NC_041865.1	Pseudomonas phage phiKTN6, complete genome	230	1	0.920222		
NC_048662.1	Pseudomonas phage R12 DNA, complete genome	230	1	0.889154		
NC_048663.1	Pseudomonas phage R26 DNA, complete genome	230	1	0.897516		
NC_048676.1	Pseudomonas phage SL1, complete genome	230	1	0.908378		
NC_011756.1	Pseudomonas phage SN, complete genome	230	1	0.9398		
NC_028939.1	Pseudomonas phage vB Pae PS44, complete genome	230	1	1		
NC_026600.1	Pseudomonas phage vB PaeM C1-14 Ab28, complete genome	230	1	0.902707		
NC_041870.1	Pseudomonas phage vB PaeM CEB DP1, complete genome	230	1	0.922069		
NC_042080.1	Pseudomonas phage vB PaeM E215, complete genome	230	1	0.924208		
NC_042079.1	Pseudomonas phage vB PaeM E217, complete genome	230	1	0.913085		
NC_048699.1	Pseudomonas phage vB PaeM LS1, complete genome	230	1	0.86911		
NC_026586.1	Pseudomonas phage vB PaeM PAO1 Ab27, complete genome	230	1	0.925165		
NC_048745.1	Pseudomonas phage vB PaeM SCUT-S1, complete genome	230	1	0.928854		
NC_050149.1	Pseudomonas phage vB PaeM USP 1, complete genome	230	1	0.905614		
NC_050148.1	Pseudomonas virus Pa193, complete genome	230	1	0.914285		
NC_007610.1	Listeria bacteriophage P100, complete genome	231	1	0.941799		
NC_009811.2	Listeria phage A511, complete genome	231	1	0.943352		
NC_024364.1	Listeria phage List-36, complete genome	231	1	0.925662		
NC_024360.1	Listeria phage LMSP-25, complete genome	231	1	0.867383999999999		
NC_024787.1	Listeria phage LMTA-148, complete genome	231	1	0.782051		
NC_042048.1	Listeria phage LMTA-34, complete genome	231	1	0.865578		
NC_047871.1	Listeria phage LMTA-57, complete genome	231	1	0.786872		
NC_047872.1	Listeria phage LMTA-94, complete genome	231	1	0.856761		
NC_024359.1	Listeria phage LP-048, complete genome	231	1	0.948472		
NC_041862.1	Listeria phage LP-064, complete genome	231	1	0.969766		
NC_024383.1	Listeria phage LP-083-2, complete genome	231	1	1		
NC_047745.1	Listeria phage LP-124, complete genome	231	1	0.999283		
NC_021781.2	Listeria phage LP-125, complete genome	231	1	0.976775		
NC_020871.1	Listeria phage vB LmoM AG20, complete genome	231	1	0.934793		
NC_025440.1	Listeria phage WIL-1, complete genome	231	1	0.905592		
NC_052655.1	Escherichia phage alia, complete genome	232	2	0.481153999999999		
NC_052656.1	Escherichia phage anhysbys, complete genome	232	1	0.912807		
NC_047770.1	Escherichia phage ESCO13, complete genome	232	1	0.882815		
NC_047776.2	Escherichia phage ESCO5, complete genome	232	1	0.884954		
NC_052662.1	Escherichia phage Mt1B1 P17, complete genome	232	1	0.883741		
NC_052657.1	Escherichia phage muut, complete genome	232	2	0.473381999999999		
NC_052658.1	Escherichia phage nepoznato, complete genome	232	1	0.817782		
NC_052659.1	Escherichia phage nieznany, complete genome	232	1	0.849771		
NC_020079.1	Escherichia phage phAPEC8, complete genome	232	1	0.882777		
NC_052660.1	Escherichia phage tuntematon, complete genome	232	1	0.857919		
NC_052661.1	Escherichia phage ukendt, complete genome	232	1	0.896871		
NC_052652.1	Escherichia phage vB EcoM PHB05, complete genome	232	2	0.473824		
NC_048196.1	Escherichia phage vB EcoM Schickermooser, complete genome	232	1	0.880978		
NC_052654.1	Escherichia phage vB EcoM-Ro121c4YLVW, complete genome	232	1	0.878845		
NC_052653.1	Escherichia phage vB vPM PD06, complete genome	232	2	0.490699		
NC_052663.1	Escherichia phage VEcB, complete genome	232	2	0.460036		
NC_047994.1	Klebsiella phage ZCKP1, complete genome	232	1	0.910355		
NC_062742.1	MAG: Dompiswa phage TSP7 1, complete genome	232	1	1		
NC_019517.1	Enterobacteria phage vB EcoM-FV3, complete genome	233	1	0.893738		
NC_041869.1	Escherichia phage APCEc02, complete genome	233	1	0.893666		
NC_041871.1	Escherichia phage Murica, complete genome	233	1	1		
NC_028248.1	Escherichia phage slur16, complete genome	233	1	0.924942		
NC_041937.1	Escherichia phage V18, complete genome	233	1	0.693103		
NC_024134.1	Escherichia phage vB EcoM FFH2, complete genome	233	1	0.915073999999999		
NC_031932.1	Flavobacterium phage Fpv10, complete genome	234	1	0.999852		
NC_031945.1	Flavobacterium phage Fpv11, complete genome	234	1	0.999852		
NC_031921.1	Flavobacterium phage Fpv5, complete genome	234	1	1		
NC_031938.1	Flavobacterium phage Fpv6, complete genome	234	1	1		
NC_031905.1	Flavobacterium phage Fpv7, complete genome	234	1	0.995147		
NC_031919.1	Flavobacterium phage Fpv8, complete genome	234	1	1		
NC_048843.1	Flavobacterium phage vB FspS tant8-1, complete genome	234	2	0.256371		
NC_047876.1	Bordetella phage CN1, complete genome	235	2	0.537115999999999		
NC_047877.1	Bordetella phage CN2, complete genome	235	2	0.494456		
NC_047878.1	Bordetella phage FP1, complete genome	235	2	0.504715		
NC_047879.1	Bordetella phage MW2, complete genome	235	2	0.521941		
NC_041934.1	Pseudomonas phage LKO4, complete genome	235	1	0.89443		
NC_007809.1	Pseudomonas phage M6, complete genome	235	1	0.88018		
NC_018282.1	Pseudomonas phage MP1412, complete genome	235	1	0.915891		
NC_028980.1	Pseudomonas phage PAE1, complete genome	235	1	0.84867		
NC_010116.1	Pseudomonas phage YuA, complete genome	235	1	1		
NC_028677.1	Rhodococcus phage CosmicSans, complete genome	236	1	1		
NC_048669.1	Rhodococcus phage Hiro, complete genome	236	1	0.897583		
NC_054762.1	Rhodococcus phage PhailMary, complete genome	236	1	0.90727		
NC_016653.1	Rhodococcus phage RER2, complete genome	236	1	0.949583		
NC_016650.1	Rhodococcus phage RGL3, complete genome	236	1	0.625197		
NC_048708.1	Rhodococcus phage Takoda, complete genome	236	1	0.874662		
NC_019449.1	Lactobacillus phage c5, complete genome	237	1	0.761437		
NC_025420.1	Lactobacillus phage Ld17, complete genome	237	1	1		
NC_025415.1	Lactobacillus phage Ld25A, complete genome	237	1	0.798616		
NC_025421.1	Lactobacillus phage Ld3, complete genome	237	1	0.824879		
NC_022989.1	Lactobacillus phage LL-Ku, complete genome	237	1	0.823626		
NC_022762.1	Lactobacillus phage phiLdb, complete genome	237	1	0.737099		
NC_022764.1	Bacillus phage Page, complete genome	238	1	0.850127		
NC_028926.1	Bacillus phage Palmer, complete genome	238	1	0.854503		
NC_027372.1	Bacillus phage Pascal, complete genome	238	1	0.600015		
NC_028782.1	Bacillus phage Pavlov, complete genome	238	1	1		
NC_022770.1	Bacillus phage Pony, complete genome	238	1	0.890232		
NC_027394.1	Bacillus phage Pookie, complete genome	238	1	0.873495		
NC_072498.1	Pseudomonas phage JG054, complete genome	239	1	0.805465		
NC_031058.1	Pseudomonas phage NP1, complete genome	239	1	1		
NC_041953.1	Pseudomonas phage PaMx25, complete genome	239	1	0.895549		
NC_072501.1	Pseudomonas phage Quinobequin-P09, complete genome	239	1	0.7567		
NC_072500.1	Pseudomonas phage vB PaeS PAJD-1, complete genome	239	1	0.94512		
NC_072499.1	Xanthomonas phage vB Xar IVIA-DoCa3, complete genome	239	1	0.913021		
NC_048864.1	Salmonella phage birk, complete genome	240	1	0.944625		
NC_031250.1	Salmonella phage BP63, complete genome	240	1	1		
NC_048763.1	Salmonella phage SE13, complete genome	240	1	0.904877		
NC_048764.1	Salmonella phage SE4, complete genome	240	1	0.693486		
NC_048649.1	Salmonella phage UPF BP2, complete genome	240	1	0.884924		
NC_048863.1	Salmonella phage yarpen, complete genome	240	1	0.947679		
NC_048179.1	Salmonella phage ZCSE2, complete genome	240	1	0.70235		
NC_073485.1	Streptomyces phage AxeJC, complete genome	241	1	0.881877999999999		
NC_073488.1	Streptomyces phage Cumberbatch, complete genome	241	1	0.932248		
NC_073490.1	Streptomyces phage Eastland, complete genome	241	1	0.975583		
NC_073484.1	Streptomyces phage Eklok, complete genome	241	1	0.894101		
NC_073487.1	Streptomyces phage HFrancette, complete genome	241	1	0.845596999999999		
NC_073483.1	Streptomyces phage Ignacio, complete genome	241	1	0.888971		
NC_073489.1	Streptomyces phage Piccadilly, complete genome	241	1	1		
NC_073486.1	Streptomyces phage Vondra, complete genome	241	1	0.833562		
NC_011290.1	Mycobacterium phage Gumball, complete genome	242	N/A	0.91154		
NC_024209.1	Mycobacterium phage Hawkeye, complete genome	242	N/A	0.492016		
NC_008198.1	Mycobacterium phage PBI1, complete genome	242	N/A	0.941329		
NC_008200.1	Mycobacterium phage PLot, complete genome	242	N/A	1		
NC_011285.1	Mycobacterium phage Troll4, complete genome	242	N/A	0.91664		
NC_048045.1	Caulobacter phage CcrBL10, complete genome	243	1	0.585436		
NC_019410.1	Caulobacter phage CcrKarma, complete genome	243	1	0.947474		
NC_019407.1	Caulobacter phage CcrMagneto, complete genome	243	1	1		
NC_019408.1	Caulobacter phage CcrRogue, complete genome	243	1	0.584673		
NC_019411.1	Caulobacter phage CcrSwift, complete genome	243	1	0.921208		
NC_019405.1	Caulobacter phage phiCbK, complete genome	243	1	0.922605		
NC_031911.1	Flavobacterium phage 1H, complete genome	244	N/A	0.813906999999999		
NC_041859.1	Flavobacterium phage 23T, complete genome	244	N/A	0.822542		
NC_031926.1	Flavobacterium phage 2A, complete genome	244	N/A	1		
NC_021867.1	Flavobacterium phage 6H, complete genome	244	N/A	0.765932		
NC_048834.1	Flavobacterium phage vB FspS laban6-1, complete genome	244	N/A	0.255958		
NC_026927.1	Synechococcus phage ACG-2014f isolate Syn7803C90, complete genome	245	N/A	0.97094		
NC_047712.1	Synechococcus phage ACG-2014f Syn7803C7, complete genome	245	N/A	1		
NC_047713.1	Synechococcus phage ACG-2014f Syn7803C8, complete genome	245	N/A	0.936097		
NC_047714.1	Synechococcus phage ACG-2014f Syn7803US26, complete genome	245	N/A	0.861391		
NC_031927.1	Synechococcus phage S-CAM7 isolate 0910CC49, complete genome	245	N/A	0.374886		
NC_048791.1	Corynebacterium phage Adelaide, complete genome	246	1	0.809336		
NC_048787.1	Corynebacterium phage Dina, complete genome	246	1	0.879850999999999		
NC_048790.1	Corynebacterium phage Lederberg, complete genome	246	1	0.922638		
NC_048069.1	Corynebacterium phage SamW, complete genome	246	1	1		
NC_048780.1	Corynebacterium phage StAB, complete genome	246	1	0.78645		
NC_048789.1	Corynebacterium phage Stiles, complete genome	246	1	0.753343		
NC_048189.1	Rheinheimera phage vB RspM Barba18A, complete genome	247	N/A	1		
NC_048190.1	Rheinheimera phage vB RspM Barba19A, complete genome	247	N/A	0.769767		
NC_048191.1	Rheinheimera phage vB RspM Barba21A, complete genome	247	N/A	0.937146		
NC_048187.1	Rheinheimera phage vB RspM Barba5S, complete genome	247	N/A	0.951771		
NC_048188.1	Rheinheimera phage vB RspM Barba8S, complete genome	247	N/A	0.926499		
NC_054952.1	Stenotrophomonas phage IME-SM1, complete genome	248	N/A	0.722987		
NC_048804.1	Stenotrophomonas phage Mendera, complete genome	248	N/A	0.901944		
NC_048802.1	Stenotrophomonas phage Moby, complete genome	248	N/A	1		
NC_070951.1	Stenotrophomonas phage vB SmaM Ps15, complete genome	248	N/A	0.874079		
NC_048755.1	Stenotrophomonas phage YB07, complete genome	248	N/A	0.881495		
NC_074755.1	Serratia phage vB SmaS Bigdog, complete genome	249	N/A	0.808062		
NC_074752.1	Serratia phage vB SmaS Bonzee, complete genome	249	N/A	1		
NC_074751.1	Serratia phage vB SmaS Rovert, complete genome	249	N/A	0.316913		
NC_074753.1	Serratia phage vB SmaS Stoker, complete genome	249	N/A	0.911638		
NC_074754.1	Serratia phage vB SmaS Ulliraptor, complete genome	249	N/A	0.830827		
NC_022774.1	Bacillus phage Slash, complete genome	250	N/A	0.867104		
NC_028856.1	Bacillus phage Stahl, complete genome	250	N/A	0.836445		
NC_022767.1	Bacillus phage Staley, complete genome	250	N/A	1		
NC_028777.1	Bacillus phage Stills, complete genome	250	N/A	0.734607		
NC_029029.1	Brevibacillus phage Abouo, complete genome	251	N/A	0.591113		
NC_022980.1	Brevibacillus phage Davies, complete genome	251	N/A	0.629325		
NC_029104.1	Brevibacillus phage Jimmer1, complete genome	251	N/A	0.910006		
NC_041976.1	Brevibacillus phage Jimmer2, complete genome	251	N/A	0.910938999999999		
NC_028969.1	Brevibacillus phage Osiris, complete genome	251	N/A	1		
NC_047845.1	Agrobacterium phage Atu ph02, complete genome	252	N/A	0.267857		
NC_047846.1	Agrobacterium phage Atu ph03, complete genome	252	N/A	0.267969		
NC_047868.1	Rhizobium phage RHEph02, complete genome	252	N/A	0.927475		
NC_047869.1	Rhizobium phage RHEph08, complete genome	252	N/A	1		
NC_047870.1	Rhizobium phage RHEph09, complete genome	252	N/A	0.96917		
NC_048091.1	Arthrobacter phage Bridgette, complete genome	253	N/A	1		
NC_048092.1	Arthrobacter phage Constance, complete genome	253	N/A	0.808945		
NC_048094.1	Arthrobacter phage Eileen, complete genome	253	N/A	0.736055		
NC_048095.1	Arthrobacter phage Judy, complete genome	253	N/A	0.869043		
NC_048096.1	Arthrobacter phage Peas, complete genome	253	N/A	0.727787		
NC_055028.1	Paenibacillus phage C7Cdelta, complete genome	254	N/A	0.754112		
NC_055029.1	Paenibacillus phage Halcyone, complete genome	254	N/A	1		
NC_055030.1	Paenibacillus phage Scottie, complete genome	254	N/A	0.952738		
NC_028930.1	Paenibacillus phage Tripp, complete genome	254	N/A	0.64744		
NC_055031.1	Paenibacillus phage Unity, complete genome	254	N/A	0.905882		
NC_070841.1	Bacillus phage Basilisk, complete genome	255	N/A	0.657418		
NC_070845.1	Bacillus phage BCPST, complete genome	255	N/A	0.785088		
NC_070843.1	Bacillus phage PBC4, complete genome	255	N/A	0.818146		
NC_070844.1	Bacillus phage pW4, complete genome	255	N/A	1		
NC_070842.1	Bacillus phage v B-Bak10, complete genome	255	N/A	0.649483		
NC_079145.1	Gordonia phage Jojo24, complete genome	256	N/A	1		
NC_079144.1	Gordonia phage Reyja, complete genome	256	N/A	0.854235		
NC_079142.1	Gordonia phage Santhid, complete genome	256	N/A	0.830454		
NC_079143.1	Gordonia phage Tarzan, complete genome	256	N/A	0.736789		
NC_001697.1	Haemophilus phage HP1 strain HP1c1, complete genome	257	N/A	0.845786		
NC_003315.1	Haemophilus phage HP2, complete genome	257	N/A	1		
NC_008193.1	Pasteurella phage F108, complete genome	257	N/A	0.390826		
NC_052650.1	Halobacterium phage phiH variant phiH1, complete genome	258	N/A	0.467964999999999		
NC_054954.1	Natrialba phage PhiCh1, complete genome	258	N/A	1		
NC_004084.1	Natrialba phage PhiCh1, complete genome	258	N/A	0.792546		
NC_020845.1	Cyanophage MED4-213, complete genome	259	N/A	0.803368		
NC_015280.1	Prochlorococcus phage P-HM1, complete genome	259	N/A	1		
NC_015284.1	Prochlorococcus phage P-HM2, complete genome	259	N/A	0.735139		
NC_019916.1	Lactobacillus phage ATCC8014, complete genome	260	N/A	1		
NC_006936.1	Lactobacillus phage phiJL-1, complete genome	260	N/A	0.342036		
NC_016161.1	Pediococcus phage cIP1, complete genome	260	N/A	0.888131		
NC_015251.1	Aeromonas phage 65, complete genome	261	N/A	0.489766999999999		
NC_048673.1	Aeromonas phage AS-zj, complete genome	261	N/A	1		
NC_019538.1	Aeromonas phage CC2, complete genome	261	N/A	0.891441		
NC_019722.1	Vibrio phage vB VpaM MAR, complete genome	262	N/A	0.783575		
NC_004456.1	Vibrio phage VHML, complete genome	262	N/A	0.727279		
NC_027981.1	Vibrio phage VP58.5, complete genome	262	N/A	1		
NC_027299.1	Sulfitobacter phage NYA-2014a, complete genome	263	N/A	0.716809		
NC_020858.2	Sulfitobacter phage pCB2047-A, complete genome	263	N/A	1		
NC_020856.2	Sulfitobacter phage pCB2047-C, complete genome	263	N/A	0.929411		
NC_074660.1	Pseudomonas phage MR15, complete genome	264	N/A	0.731946		
NC_024365.1	Pseudomonas phage phiPSA1, complete genome	264	N/A	0.767277		
NC_074661.1	Pseudomonas phage psageK9, complete genome	264	N/A	1		
NC_029005.2	Streptomyces phage phiSAJS1, complete genome	265	N/A	0.398916999999999		
NC_028818.1	Streptomyces phage TP1604, complete genome	265	N/A	0.834724999999999		
NC_028974.1	Streptomyces phage YDN12, complete genome	265	N/A	1		
NC_030947.1	Clostridium phage phiCT19406B, complete genome	266	N/A	0.998626		
NC_029004.1	Clostridium phage phiCT453B, complete genome	266	N/A	0.390305		
NC_030951.1	Clostridium phage phiCTC2B, complete genome	266	N/A	1		
NC_009799.3	Corynebacterium phage BFK20	267	N/A	0.338736		
NC_042354.1	Corynebacterium phage phi673, complete genome	267	N/A	0.815147		
NC_042355.1	Corynebacterium phage phi674, complete genome	267	N/A	1		
NC_047973.1	Microbacterium phage Hyperion, complete genome	268	N/A	1		
NC_048068.1	Microbacterium phage OneinaGillian, complete genome	268	N/A	0.35346		
NC_047975.1	Microbacterium phage Squash, complete genome	268	N/A	0.773558		
NC_048698.1	Bacillus phage Carmen17, complete genome	269	N/A	1		
NC_017976.1	Bacillus phage PBC1, complete genome	269	N/A	0.620411		
NC_048725.1	Bacillus phage Wes44, complete genome	269	N/A	0.847765		
NC_048739.1	Arthrobacter phage Anjali, complete genome	270	N/A	1		
NC_048740.1	Arthrobacter phage Mendel, complete genome	270	N/A	0.781515		
NC_073480.1	Rhizobium phage RHph N3 8, complete genome	270	N/A	0.256743		
NC_048801.1	Microbacterium phage Araxxi, complete genome	271	N/A	0.841796		
NC_048860.1	Microbacterium phage Arete, complete genome	271	N/A	1		
NC_048733.1	Microbacterium phage Burro, complete genome	271	N/A	0.627386		
NC_049961.1	Bacillus phage BeachBum, complete genome	272	N/A	0.93859		
NC_049960.1	Bacillus phage Harambe, complete genome	272	N/A	1		
NC_028789.1	Bacillus phage VMY22, complete genome	272	N/A	0.342523		
NC_055907.1	Enterococcus phage 9183, complete genome	273	N/A	0.425272		
NC_055833.1	Enterococcus phage nattely, complete genome	273	N/A	1		
NC_055834.1	Enterococus phage vipetofem, complete genome	273	N/A	0.898939		
NC_055894.1	CrAssphage cr6 1, complete genome	274	N/A	1		
NC_067210.1	Uncultured phage cr12 1, complete genome	274	N/A	0.804129		
NC_067217.1	Uncultured phage cr35 1, complete genome	274	N/A	0.587208		
NC_015293.1	Pseudoalteromonas phage H105 1, complete genome	275	N/A	0.751406999999999		
NC_070826.1	Pseudoalteromonas phage HS1, complete genome	275	N/A	0.906366		
NC_070825.1	Pseudoalteromonas phage HS5, complete genome	275	N/A	1		
NC_071005.1	Gordonia phage Chidiebere, complete genome	276	N/A	0.881756		
NC_071006.1	Gordonia phage ChisanaKitsune, complete genome	276	N/A	1		
NC_030906.1	Gordonia phage GMA6, complete genome	276	N/A	0.400188		
NC_073023.1	Sphingomonas phage Eidolon, complete genome	277	N/A	0.583423		
NC_073024.1	Sphingomonas phage Kharn, complete genome	277	N/A	1		
NC_073025.1	Sphingomonas phage Lucius, complete genome	277	N/A	0.904593		
NC_001825.1	Streptococcus phage Cp-1, complete genome	278	N/A	0.652314		
NC_042114.1	Streptococcus phage Cp-7, complete genome	278	N/A	1		
NC_009018.1	Streptococcus phage phi3396, complete genome	279	N/A	0.60239		
NC_004584.1	Streptococcus prophage 315.1, complete genome	279	N/A	1		
NC_028700.1	Streptococcus phage T12, complete genome	280	N/A	0.583658999999999		
NC_004588.1	Streptococcus prophage 315.5, complete genome	280	N/A	1		
NC_009819.1	Streptococcus phage P9, complete genome	281	N/A	1		
NC_004589.1	Streptococcus prophage 315.6, complete genome	281	N/A	0.745066999999999		
NC_005857.1	Klebsiella phage phiKO2, complete genome	282	N/A	0.274038		
NC_005069.1	Yersinia phage PY54, complete genome	282	N/A	1		
NC_042018.1	Erwinia phage vB EamM RisingSun, complete genome	283	N/A	1		
NC_007623.1	Pseudomonas phage EL, complete genome	283	N/A	0.27458		
NC_007917.1	Clostridium phage phi CD119, complete genome	284	N/A	0.505166		
NC_028996.1	Clostridium phage phiCDHM19, complete genome	284	N/A	1		
NC_010342.1	Halomonas phage phiHAP-1, complete genome	285	N/A	0.346587		
NC_009016.1	Vibrio phage VP882, complete genome	285	N/A	1		
NC_019716.1	Enterobacteria phage mEp460, complete genome	286	N/A	1		
NC_009514.1	Phage cdtI DNA, complete genome	286	N/A	0.632532		
NC_009554.1	Lactobacillus phage LL-H, complete genome	287	N/A	1		
NC_022775.1	Lactobacillus phage phiJB, complete genome	287	N/A	0.414191		
NC_009814.1	Listeria phage P35, complete genome	288	N/A	1		
NC_011308.1	Listeria phage P40, complete genome	288	N/A	0.336326		
NC_009815.1	Listeria phage A006, complete genome	289	N/A	0.480314		
NC_028871.1	Listeria phage vB LmoS 188, complete genome	289	N/A	1		
NC_071016.1	Shewanella phage X14, complete genome	290	N/A	0.441822999999999		
NC_009990.1	Thalassomonas phage BA3, complete genome	290	N/A	1		
NC_029024.1	Bacillus phage 250, complete genome	291	N/A	0.735379		
NC_011167.1	Bacillus phage IEBH, complete genome	291	N/A	1		
NC_016770.1	Bacteroides phage B124-14, complete genome	292	N/A	1		
NC_011222.1	Bacteroides phage B40-8, complete genome	292	N/A	0.646311		
NC_070828.1	Streptomyces phage Dubu, complete genome	293	N/A	0.480769		
NC_014229.1	Streptomyces phage phiSASD1, complete genome	293	N/A	1		
NC_024791.1	Vibrio phage ICP2 2013 A Haiti, complete genome	294	N/A	1		
NC_015158.1	Vibrio phage ICP2, complete genome	294	N/A	0.738486		
NC_016164.1	Synechococcus phage S-CBS1, complete genome	295	N/A	0.464640999999999		
